gene_id,gene_symbol,id_type
B3gnt7,B3gnt7,symbol
Ncl,Ncl,symbol
LOC120094881,LOC120094881,symbol
LOC120094885,LOC120094885,symbol
LOC120094883,LOC120094883,symbol
Nmur1,Nmur1,symbol
LOC103690563,LOC103690563,symbol
Tex44,Tex44,symbol
LOC100359583,LOC100359583,symbol
LOC120094949,LOC120094949,symbol
Pde6d,Pde6d,symbol
Cops7b,Cops7b,symbol
Nppc,Nppc,symbol
Dis3l2,Dis3l2,symbol
Alpg,Alpg,symbol
Alpp,Alpp,symbol
Alpi,Alpi,symbol
LOC120094871,LOC120094871,symbol
Akp3,Akp3,symbol
Ecel1,Ecel1,symbol
Prss56,Prss56,symbol
Chrnd,Chrnd,symbol
Chrng,Chrng,symbol
LOC120094860,LOC120094860,symbol
Efhd1,Efhd1,symbol
Gigyf2,Gigyf2,symbol
Kcnj13,Kcnj13,symbol
Snorc,Snorc,symbol
Ngef,Ngef,symbol
AABR07068274.1,AABR07068274.1,symbol
Neu2,Neu2,symbol
Inpp5d,Inpp5d,symbol
Atg16l1,Atg16l1,symbol
LOC120094897,LOC120094897,symbol
LOC120094896,LOC120094896,symbol
Sag,Sag,symbol
Dgkd,Dgkd,symbol
Usp40,Usp40,symbol
Ugt1a8,Ugt1a8,symbol
Dnajb3,Dnajb3,symbol
Mroh2a,Mroh2a,symbol
Hjurp,Hjurp,symbol
Trpm8,Trpm8,symbol
LOC120094914,LOC120094914,symbol
Spp2,Spp2,symbol
Arl4c,Arl4c,symbol
Sh3bp4,Sh3bp4,symbol
LOC120094980,LOC120094980,symbol
ENSRNOG00000067510,,ensembl
Agap1,Agap1,symbol
ENSRNOG00000062796,,ensembl
ENSRNOG00000065093,,ensembl
Gbx2,Gbx2,symbol
Asb18,Asb18,symbol
Iqca1,Iqca1,symbol
Ackr3,Ackr3,symbol
Cops8,Cops8,symbol
Col6a3,Col6a3,symbol
Mlph,Mlph,symbol
Prlh,Prlh,symbol
Rab17,Rab17,symbol
Lrrfip1,Lrrfip1,symbol
Rbm44,Rbm44,symbol
ENSRNOG00000066608,,ensembl
Ramp1,Ramp1,symbol
Ube2f,Ube2f,symbol
Scly,Scly,symbol
Espnl,Espnl,symbol
Klhl30,Klhl30,symbol
Erfe,Erfe,symbol
Ilkap,Ilkap,symbol
ENSRNOG00000068035,,ensembl
Hes6,Hes6,symbol
Per2,Per2,symbol
AC141966.1,AC141966.1,symbol
Traf3ip1,Traf3ip1,symbol
LOC120094985,LOC120094985,symbol
Asb1,Asb1,symbol
Twist2,Twist2,symbol
Hdac4,Hdac4,symbol
ENSRNOG00000068729,,ensembl
LOC120094890,LOC120094890,symbol
AABR07068327.1,AABR07068327.1,symbol
Ndufa10,Ndufa10,symbol
Or6b2,Or6b2,symbol
Or6b2b,Or6b2b,symbol
Or6b3,Or6b3,symbol
Or9s23b,Or9s23b,symbol
Or9s23,Or9s23,symbol
Or9s27,Or9s27,symbol
Or9s15,Or9s15,symbol
Or9s27,Or9s27,symbol
Or9s14,Or9s14,symbol
Or9s13,Or9s13,symbol
Cops9,Cops9,symbol
Otos,Otos,symbol
Gpc1,Gpc1,symbol
Mir149,Mir149,symbol
Ankmy1,Ankmy1,symbol
Rnpepl1,Rnpepl1,symbol
ENSRNOG00000070844,,ensembl
Capn10,Capn10,symbol
LOC120094865,LOC120094865,symbol
Gpr35,Gpr35,symbol
ENSRNOG00000065967,,ensembl
ENSRNOG00000070524,,ensembl
Aqp12a,Aqp12a,symbol
Kif1a,Kif1a,symbol
Agxt,Agxt,symbol
Mab21l4,Mab21l4,symbol
Crocc2,Crocc2,symbol
Sned1,Sned1,symbol
Mterf4,Mterf4,symbol
Pask,Pask,symbol
LOC102549694,LOC102549694,symbol
AABR07068351.1,AABR07068351.1,symbol
LOC120094986,LOC120094986,symbol
ENSRNOG00000064727,,ensembl
Ano7,Ano7,symbol
ENSRNOG00000066866,,ensembl
Hdlbp,Hdlbp,symbol
Septin2,Septin2,symbol
LOC100362040,LOC100362040,symbol
Farp2,Farp2,symbol
LOC120094951,LOC120094951,symbol
Stk25,Stk25,symbol
Bok,Bok,symbol
Thap4,Thap4,symbol
AC109427.1,AC109427.1,symbol
Atg4b,Atg4b,symbol
Dtymk,Dtymk,symbol
Ing5,Ing5,symbol
D2hgdh,D2hgdh,symbol
Gal3st2c,Gal3st2c,symbol
Neu4,Neu4,symbol
Pdcd1,Pdcd1,symbol
Chchd2l3,Chchd2l3,symbol
LOC120094939,LOC120094939,symbol
Fam174a,Fam174a,symbol
ENSRNOG00000062997,,ensembl
St8sia4,St8sia4,symbol
LOC120094925,LOC120094925,symbol
Slco4c1,Slco4c1,symbol
ENSRNOG00000071096,,ensembl
Slco6b1,Slco6b1,symbol
AABR07068417.1,AABR07068417.1,symbol
Slco6c1,Slco6c1,symbol
Slco6d1,Slco6d1,symbol
Pam,Pam,symbol
Gin1,Gin1,symbol
Ppip5k2,Ppip5k2,symbol
Macir,Macir,symbol
ENSRNOG00000065695,,ensembl
ENSRNOG00000067328,,ensembl
Pdzph1,Pdzph1,symbol
Nudt12,Nudt12,symbol
LOC120094926,LOC120094926,symbol
AABR07068536.1,AABR07068536.1,symbol
LOC120094979,LOC120094979,symbol
LOC120094950,LOC120094950,symbol
AABR07068554.1,AABR07068554.1,symbol
Bmpr1a-ps1,Bmpr1a-ps1,symbol
AABR07068587.1,AABR07068587.1,symbol
Efna5,Efna5,symbol
Fbxl17,Fbxl17,symbol
LOC120094928,LOC120094928,symbol
ENSRNOG00000066414,,ensembl
Fer,Fer,symbol
ENSRNOG00000070018,,ensembl
Pja2,Pja2,symbol
LOC120094974,LOC120094974,symbol
ENSRNOG00000066246,,ensembl
Man2a1,Man2a1,symbol
LOC120094924,LOC120094924,symbol
ENSRNOG00000064659,,ensembl
LOC120094858,LOC120094858,symbol
Tmem232,Tmem232,symbol
ENSRNOG00000070592,,ensembl
Vapa,Vapa,symbol
Txndc2,Txndc2,symbol
Rab31,Rab31,symbol
ENSRNOG00000069232,,ensembl
Ppp4r1,Ppp4r1,symbol
Ralbp1,Ralbp1,symbol
Twsg1,Twsg1,symbol
Ankrd12,Ankrd12,symbol
Ndufv2,Ndufv2,symbol
Washc1,Washc1,symbol
ENSRNOG00000068250,,ensembl
ENSRNOG00000070710,,ensembl
LOC102554935,LOC102554935,symbol
ENSRNOG00000065032,,ensembl
Ddx11,Ddx11,symbol
AABR07068650.1,AABR07068650.1,symbol
LOC689520,LOC689520,symbol
ENSRNOG00000063606,,ensembl
ENSRNOG00000069191,,ensembl
ENSRNOG00000068893,,ensembl
ENSRNOG00000063759,,ensembl
LOC102555239,LOC102555239,symbol
ENSRNOG00000071060,,ensembl
Washc1-ps2,Washc1-ps2,symbol
ENSRNOG00000066428,Smokl9,ensembl
ENSRNOG00000065763,,ensembl
Mtcl1,Mtcl1,symbol
Rab12,Rab12,symbol
AABR07039169.1,AABR07039169.1,symbol
Themis3,Themis3,symbol
Ptprm,Ptprm,symbol
Lrrc30,Lrrc30,symbol
Lama1,Lama1,symbol
Arhgap28,Arhgap28,symbol
Rps26-ps4,Rps26-ps4,symbol
L3mbtl4,L3mbtl4,symbol
Tmem200c,Tmem200c,symbol
Epb41l3,Epb41l3,symbol
ENSRNOG00000064760,,ensembl
ENSRNOG00000064857,,ensembl
Zfp161,Zfp161,symbol
Akain1,Akain1,symbol
ENSRNOG00000069381,,ensembl
Dlgap1,Dlgap1,symbol
Tgif1,Tgif1,symbol
ENSRNOG00000067920,LOC120094777,ensembl
Myl12b,Myl12b,symbol
Myom1,Myom1,symbol
ENSRNOG00000067557,,ensembl
LOC120094977,LOC120094977,symbol
Lpin2,Lpin2,symbol
LOC120094877,LOC120094877,symbol
Emilin2,Emilin2,symbol
Smchd1,Smchd1,symbol
ENSRNOG00000064739,,ensembl
ENSRNOG00000066469,,ensembl
ENSRNOG00000064017,,ensembl
Ndc80,Ndc80,symbol
ENSRNOG00000069721,,ensembl
Mettl4,Mettl4,symbol
AABR07068799.1,AABR07068799.1,symbol
ENSRNOG00000064420,,ensembl
Fam114a1l1,Fam114a1l1,symbol
LOC120094863,LOC120094863,symbol
LOC120094915,LOC120094915,symbol
LOC120094906,LOC120094906,symbol
ENSRNOG00000068876,,ensembl
LOC120094973,LOC120094973,symbol
ENSRNOG00000068134,,ensembl
Ppidl1,Ppidl1,symbol
Adcyap1,Adcyap1,symbol
Yes1,Yes1,symbol
Tyms,Tyms,symbol
Clul1,Clul1,symbol
ENSRNOG00000070300,Znf729l-ps1,ensembl
LOC108348229,LOC108348229,symbol
ENSRNOG00000067845,,ensembl
LOC100911813,LOC100911813,symbol
LOC120094815,LOC120094815,symbol
ENSRNOG00000067790,,ensembl
ENSRNOG00000066827,LOC134478907,ensembl
Tipinl1,Tipinl1,symbol
ENSRNOG00000067205,LOC120093136,ensembl
ENSRNOG00000063904,,ensembl
ENSRNOG00000069319,,ensembl
LOC103693502,LOC103693502,symbol
LOC120094817,LOC120094817,symbol
ENSRNOG00000070049,,ensembl
ENSRNOG00000069312,Zfp120l2,ensembl
ENSRNOG00000068563,Zfp950l2,ensembl
LOC102556463,LOC102556463,symbol
ENSRNOG00000069207,,ensembl
LOC108349479,LOC108349479,symbol
LOC120095374,LOC120095374,symbol
ENSRNOG00000067700,,ensembl
Abcc1,Abcc1,symbol
ENSRNOG00000064754,,ensembl
Cep20,Cep20,symbol
Myh11,Myh11,symbol
Nde1,Nde1,symbol
Mir484,Mir484,symbol
Marf1,Marf1,symbol
Ercc4l1,Ercc4l1,symbol
Mrtfb,Mrtfb,symbol
Mir193b,Mir193b,symbol
Mir365-1,Mir365-1,symbol
Parn,Parn,symbol
LOC679822,LOC679822,symbol
ENSRNOG00000067470,,ensembl
Bfar,Bfar,symbol
Pla2g10,Pla2g10,symbol
ENSRNOG00000070674,,ensembl
Bmerb1,Bmerb1,symbol
ENSRNOG00000065385,,ensembl
Mpv17l,Mpv17l,symbol
ENSRNOG00000065985,,ensembl
Pdxdc1,Pdxdc1,symbol
Rrn3,Rrn3,symbol
LOC120095382,LOC120095382,symbol
AABR07028997.1,AABR07028997.1,symbol
RGD1565158,RGD1565158,symbol
ENSRNOG00000068337,,ensembl
Ercc4,Ercc4,symbol
ENSRNOG00000070353,,ensembl
LOC120095010,LOC120095010,symbol
ENSRNOG00000065762,,ensembl
ENSRNOG00000068375,,ensembl
Shisa9,Shisa9,symbol
Cpped1,Cpped1,symbol
LOC120095441,LOC120095441,symbol
Snx29,Snx29,symbol
Tnfrsf17,Tnfrsf17,symbol
ENSRNOG00000062613,,ensembl
Gspt1,Gspt1,symbol
Rsl1d1,Rsl1d1,symbol
Rsl1d1,Rsl1d1,symbol
AC118115.1,AC118115.1,symbol
Zc3h7a,Zc3h7a,symbol
LOC120095438,LOC120095438,symbol
Txndc11,Txndc11,symbol
Snn,Snn,symbol
ENSRNOG00000070139,,ensembl
Litaf,Litaf,symbol
Rmi2,Rmi2,symbol
ENSRNOG00000064075,,ensembl
ENSRNOG00000070067,,ensembl
Prm2,Prm2,symbol
Prm3,Prm3,symbol
Tnp2,Tnp2,symbol
Socs1,Socs1,symbol
Clec16a,Clec16a,symbol
ENSRNOG00000065892,,ensembl
Dexi,Dexi,symbol
Ciita,Ciita,symbol
ENSRNOG00000065351,,ensembl
Tvp23a,Tvp23a,symbol
ENSRNOG00000064022,,ensembl
Tekt5,Tekt5,symbol
Emp2,Emp2,symbol
Atf7ip2,Atf7ip2,symbol
Rpl39l,Rpl39l,symbol
Grin2a,Grin2a,symbol
Y_RNA,Y_RNA,symbol
Hapstr1,Hapstr1,symbol
Usp7,Usp7,symbol
Litafd,Litafd,symbol
Carhsp1,Carhsp1,symbol
Pmm2,Pmm2,symbol
Tmem186,Tmem186,symbol
Abat,Abat,symbol
Mettl22,Mettl22,symbol
Tmem114,Tmem114,symbol
LOC120095443,LOC120095443,symbol
LOC120095362,LOC120095362,symbol
LOC120095501,LOC120095501,symbol
ENSRNOG00000064673,,ensembl
Rbfox1,Rbfox1,symbol
Rbm25l1,Rbm25l1,symbol
LOC120095436,LOC120095436,symbol
ENSRNOG00000067764,,ensembl
ENSRNOG00000069050,,ensembl
Eef2kmt,Eef2kmt,symbol
Alg1,Alg1,symbol
RGD1565166,RGD1565166,symbol
Nagpa,Nagpa,symbol
Sec14l5,Sec14l5,symbol
Ppl,Ppl,symbol
Ubn1,Ubn1,symbol
Glyr1,Glyr1,symbol
Rogdi,Rogdi,symbol
Septin12,Septin12,symbol
Dnaaf8,Dnaaf8,symbol
Anks3,Anks3,symbol
Nudt16l1,Nudt16l1,symbol
Mgrn1,Mgrn1,symbol
Mir3568,Mir3568,symbol
Rpl37a-ps12,Rpl37a-ps12,symbol
Ubald1,Ubald1,symbol
AABR07072078.2,AABR07072078.2,symbol
Cdip1,Cdip1,symbol
Hmox2,Hmox2,symbol
Nmral1,Nmral1,symbol
Dnaja3,Dnaja3,symbol
Coro7,Coro7,symbol
Vasn,Vasn,symbol
Pam16,Pam16,symbol
Glis2,Glis2,symbol
Tfap4,Tfap4,symbol
Srl,Srl,symbol
Adcy9,Adcy9,symbol
Crebbp,Crebbp,symbol
Trap1,Trap1,symbol
Dnase1,Dnase1,symbol
ENSRNOG00000070989,,ensembl
Slx4,Slx4,symbol
Nlrc3,Nlrc3,symbol
Naa60,Naa60,symbol
Cluap1,Cluap1,symbol
RGD1561796,RGD1561796,symbol
Zfp597,Zfp597,symbol
Zfp174,Zfp174,symbol
Or2c1,Or2c1,symbol
ENSRNOG00000069490,,ensembl
ENSRNOG00000068899,,ensembl
Zfp263,Zfp263,symbol
Mefv,Mefv,symbol
ENSRNOG00000067983,,ensembl
ENSRNOG00000066620,,ensembl
Or1f21b,Or1f21b,symbol
ENSRNOG00000064298,,ensembl
Or1f21c,Or1f21c,symbol
Or1f20d,Or1f20d,symbol
Or1f32,Or1f32,symbol
Or1f21,Or1f21,symbol
ENSRNOG00000064191,,ensembl
Or1f20,Or1f20,symbol
ENSRNOG00000068785,,ensembl
Or1f20e,Or1f20e,symbol
ENSRNOG00000065805,,ensembl
Or1f19e,Or1f19e,symbol
Or1f19f,Or1f19f,symbol
Or1f19,Or1f19,symbol
Or1f27,Or1f27,symbol
Or1f34,Or1f34,symbol
Or1f33,Or1f33,symbol
ENSRNOG00000068012,,ensembl
Or1f31,Or1f31,symbol
Or1f30,Or1f30,symbol
Or1f28,Or1f28,symbol
ENSRNOG00000063807,Rps2-ps17,ensembl
Casp16,Casp16,symbol
Zfp213,Zfp213,symbol
ENSRNOG00000063817,,ensembl
ENSRNOG00000066738,,ensembl
Zfp13,Zfp13,symbol
Zscan10,Zscan10,symbol
LOC120095421,LOC120095421,symbol
Mmp25,Mmp25,symbol
Tnfrsf12a,Tnfrsf12a,symbol
Bicdl2,Bicdl2,symbol
Thoc6,Thoc6,symbol
Hcfc1r1,Hcfc1r1,symbol
Cldn9,Cldn9,symbol
Grep1,Grep1,symbol
Pkmyt1,Pkmyt1,symbol
Paqr4,Paqr4,symbol
Kremen2,Kremen2,symbol
RGD1561157,RGD1561157,symbol
Flywch1,Flywch1,symbol
Flywch2,Flywch2,symbol
Srrm2,Srrm2,symbol
Mir5125,Mir5125,symbol
Elob,Elob,symbol
Prss33,Prss33,symbol
Prss41,Prss41,symbol
LOC120095042,LOC120095042,symbol
Prss32,Prss32,symbol
Prss21,Prss21,symbol
Csap1,Csap1,symbol
Sbp,Sbp,symbol
Zg16b,Zg16b,symbol
Prss30,Prss30,symbol
ENSRNOG00000068966,,ensembl
Prss22,Prss22,symbol
LOC120095452,LOC120095452,symbol
Prss27,Prss27,symbol
Kctd5,Kctd5,symbol
Pdpk1,Pdpk1,symbol
ENSRNOG00000067886,,ensembl
Amdhd2,Amdhd2,symbol
Atp6v0c,Atp6v0c,symbol
Tbc1d24,Tbc1d24,symbol
Ntn3,Ntn3,symbol
Tedc2,Tedc2,symbol
Ccnf,Ccnf,symbol
Abca17,Abca17,symbol
Abca3,Abca3,symbol
AC103090.1,AC103090.1,symbol
Rnps1,Rnps1,symbol
Eci1,Eci1,symbol
Dnase1l2,Dnase1l2,symbol
E4f1,E4f1,symbol
ENSRNOG00000068639,,ensembl
Pgp,Pgp,symbol
Bricd5,Bricd5,symbol
Mlst8,Mlst8,symbol
Caskin1,Caskin1,symbol
Traf7,Traf7,symbol
Snord60,Snord60,symbol
Rab26,Rab26,symbol
Pkd1,Pkd1,symbol
Tsc2,Tsc2,symbol
Nthl1,Nthl1,symbol
Nherf2,Nherf2,symbol
Npw,Npw,symbol
Zfp598,Zfp598,symbol
Syngr3,Syngr3,symbol
Gfer,Gfer,symbol
Noxo1,Noxo1,symbol
Tbl3,Tbl3,symbol
Rnf151,Rnf151,symbol
LOC120095472,LOC120095472,symbol
Rps2,Rps2,symbol
Snora64,Snora64,symbol
Ndufb10,Ndufb10,symbol
Rpl3l,Rpl3l,symbol
Msrb1,Msrb1,symbol
Hs3st6,Hs3st6,symbol
Meiob,Meiob,symbol
Fahd1,Fahd1,symbol
Hagh,Hagh,symbol
Igfals,Igfals,symbol
Nubp2,Nubp2,symbol
Spsb3,Spsb3,symbol
Eme2,Eme2,symbol
Mrps34,Mrps34,symbol
Nme3,Nme3,symbol
Mapk8ip3,Mapk8ip3,symbol
Jpt2,Jpt2,symbol
Cramp1,Cramp1,symbol
Ift140,Ift140,symbol
Tmem204,Tmem204,symbol
Telo2,Telo2,symbol
Ptx4,Ptx4,symbol
Clcn7,Clcn7,symbol
Ccdc154,Ccdc154,symbol
Percc1,Percc1,symbol
Snrpc-ps3,Snrpc-ps3,symbol
Uqcc4,Uqcc4,symbol
Unkl,Unkl,symbol
Gnptg,Gnptg,symbol
Tsr3,Tsr3,symbol
Baiap3,Baiap3,symbol
Mir3547,Mir3547,symbol
Ube2i,Ube2i,symbol
Prss34,Prss34,symbol
LOC120095389,LOC120095389,symbol
Prss28l-ps1,Prss28l-ps1,symbol
Prss29,Prss29,symbol
RGD1559662,RGD1559662,symbol
Tpsab1,Tpsab1,symbol
Tpsb2,Tpsb2,symbol
Tpsg1,Tpsg1,symbol
Cacna1h,Cacna1h,symbol
Tekt4,Tekt4,symbol
Sstr5,Sstr5,symbol
Sox8,Sox8,symbol
Lmf1,Lmf1,symbol
Gng13,Gng13,symbol
Chtf18,Chtf18,symbol
Rpusd1,Rpusd1,symbol
ENSRNOG00000068436,,ensembl
Mslnl,Mslnl,symbol
Msln,Msln,symbol
Ciao3,Ciao3,symbol
Haghl,Haghl,symbol
Ccdc78,Ccdc78,symbol
Antkmt,Antkmt,symbol
Metrn,Metrn,symbol
Fbxl16,Fbxl16,symbol
Wdr24,Wdr24,symbol
Jmjd8,Jmjd8,symbol
Stub1,Stub1,symbol
Rhbdl1,Rhbdl1,symbol
Rhot2,Rhot2,symbol
Wdr90,Wdr90,symbol
Mcrip2,Mcrip2,symbol
Mettl26,Mettl26,symbol
Wfikkn1,Wfikkn1,symbol
Rab40c,Rab40c,symbol
Pigq,Pigq,symbol
ENSRNOG00000067173,,ensembl
Prr35,Prr35,symbol
Rpl36a-ps7,Rpl36a-ps7,symbol
Capn15,Capn15,symbol
Rab11fip3,Rab11fip3,symbol
Pgap6,Pgap6,symbol
Mrpl28,Mrpl28,symbol
Axin1,Axin1,symbol
LOC120095465,LOC120095465,symbol
Pdia2,Pdia2,symbol
Arhgdig,Arhgdig,symbol
Rgs11,Rgs11,symbol
Fam234a,Fam234a,symbol
ENSRNOG00000070910,,ensembl
LOC120095416,LOC120095416,symbol
Luc7l,Luc7l,symbol
LOC120095468,LOC120095468,symbol
Hba-a1,Hba-a1,symbol
ENSRNOG00000070249,,ensembl
Hba-a3,Hba-a3,symbol
Hbq1b,Hbq1b,symbol
Hbz,Hbz,symbol
Nprl3,Nprl3,symbol
Mpg,Mpg,symbol
Rhbdf1,Rhbdf1,symbol
Snrnp25,Snrnp25,symbol
Il9r,Il9r,symbol
Metazoa_SRP,Metazoa_SRP,symbol
Nsg2,Nsg2,symbol
RGD1311343,RGD1311343,symbol
Cpeb4,Cpeb4,symbol
Bod1,Bod1,symbol
Stc2,Stc2,symbol
Nkx2-5,Nkx2-5,symbol
Bnip1,Bnip1,symbol
Crebrf,Crebrf,symbol
Atp6v0e1,Atp6v0e1,symbol
Ergic1,Ergic1,symbol
ENSRNOG00000066995,,ensembl
AC111369.1,AC111369.1,symbol
ENSRNOG00000069024,Dusp1,ensembl
Neurl1b,Neurl1b,symbol
Sh3pxd2b,Sh3pxd2b,symbol
Ubtd2,Ubtd2,symbol
Efcab9,Efcab9,symbol
Stk10,Stk10,symbol
ENSRNOG00000066039,,ensembl
Fbxw11,Fbxw11,symbol
Smim23,Smim23,symbol
Fgf18,Fgf18,symbol
Npm1,Npm1,symbol
Tlx3,Tlx3,symbol
Ranbp17,Ranbp17,symbol
Gabrp,Gabrp,symbol
Kcnip1,Kcnip1,symbol
AABR07029262.1,AABR07029262.1,symbol
AABR07029955.1,AABR07029955.1,symbol
Kcnmb1,Kcnmb1,symbol
Lcp2,Lcp2,symbol
C10H5orf58,C10H5orf58,symbol
Foxi1,Foxi1,symbol
Dock2,Dock2,symbol
Insyn2b,Insyn2b,symbol
Spdl1,Spdl1,symbol
ENSRNOG00000070177,,ensembl
LOC120095454,LOC120095454,symbol
LOC120095444,LOC120095444,symbol
LOC108352070,LOC108352070,symbol
LOC120095067,LOC120095067,symbol
LOC108352071,LOC108352071,symbol
Slit3,Slit3,symbol
LOC120095445,LOC120095445,symbol
Mir218-2,Mir218-2,symbol
Pank3,Pank3,symbol
Mir103a1,Mir103a1,symbol
Fbll1,Fbll1,symbol
Rars1,Rars1,symbol
Wwc1,Wwc1,symbol
Tenm2,Tenm2,symbol
LOC120095384,LOC120095384,symbol
LOC120095254,LOC120095254,symbol
ENSRNOG00000067425,,ensembl
ENSRNOG00000071157,,ensembl
Mat2b,Mat2b,symbol
Hmmr,Hmmr,symbol
Nudcd2,Nudcd2,symbol
LOC120095494,LOC120095494,symbol
Ccng1,Ccng1,symbol
ENSRNOG00000062373,,ensembl
LOC120095459,LOC120095459,symbol
Gabrg2,Gabrg2,symbol
Gabra1,Gabra1,symbol
Gabra6,Gabra6,symbol
Gabrb2,Gabrb2,symbol
Atp10b,Atp10b,symbol
LOC120095455,LOC120095455,symbol
LOC120095473,LOC120095473,symbol
Mir146a,Mir146a,symbol
Pttg1,Pttg1,symbol
Slu7,Slu7,symbol
C1qtnf2,C1qtnf2,symbol
Ccnjl,Ccnjl,symbol
Fabp6,Fabp6,symbol
ENSRNOG00000063337,,ensembl
ENSRNOG00000062359,,ensembl
Atp5if1-ps2,Atp5if1-ps2,symbol
Pwwp2a,Pwwp2a,symbol
ENSRNOG00000064611,,ensembl
Ttc1,Ttc1,symbol
Adra1b,Adra1b,symbol
AABR07029470.2,AABR07029470.2,symbol
ENSRNOG00000070342,,ensembl
Il12b,Il12b,symbol
Ublcp1,Ublcp1,symbol
Rnf145,Rnf145,symbol
Ebf1,Ebf1,symbol
LOC120095448,LOC120095448,symbol
Clint1,Clint1,symbol
Lsm11,Lsm11,symbol
Thg1l,Thg1l,symbol
Sox30,Sox30,symbol
LOC120095500,LOC120095500,symbol
Adam19,Adam19,symbol
Nipal4,Nipal4,symbol
Mir7239,Mir7239,symbol
Cyfip2,Cyfip2,symbol
Fndc9,Fndc9,symbol
Itk,Itk,symbol
Garin3,Garin3,symbol
Med7,Med7,symbol
Havcr2,Havcr2,symbol
LOC100359777,LOC100359777,symbol
LOC120095353,LOC120095353,symbol
LOC689968,LOC689968,symbol
Dppa1,Dppa1,symbol
Timd2,Timd2,symbol
ENSRNOG00000067141,,ensembl
Havcr1,Havcr1,symbol
ENSRNOG00000065581,,ensembl
ENSRNOG00000065527,,ensembl
Timd4,Timd4,symbol
Sgcd,Sgcd,symbol
ENSRNOG00000067540,,ensembl
ENSRNOG00000063521,,ensembl
LOC120095475,LOC120095475,symbol
LOC120095453,LOC120095453,symbol
Rpl30-ps1,Rpl30-ps1,symbol
Rack1,Rack1,symbol
LOC120095394,LOC120095394,symbol
Snord96a,Snord96a,symbol
Snord95,Snord95,symbol
Trim41,Trim41,symbol
LOC120095506,LOC120095506,symbol
Trim7,Trim7,symbol
Irgm,Irgm,symbol
RGD1559575,RGD1559575,symbol
Ifi47,Ifi47,symbol
Or2v2c,Or2v2c,symbol
Fam98b-ps1,Fam98b-ps1,symbol
Or2v2,Or2v2,symbol
AC103024.1,AC103024.1,symbol
Or2v2b,Or2v2b,symbol
Or2v1,Or2v1,symbol
Or2t26,Or2t26,symbol
LOC684471,LOC684471,symbol
Btnl9,Btnl9,symbol
Zfp62,Zfp62,symbol
ENSRNOG00000066219,,ensembl
Mgat1,Mgat1,symbol
Or2y1g,Or2y1g,symbol
Or2y1h,Or2y1h,symbol
Or2y1e,Or2y1e,symbol
Or2y17-ps1,Or2y17-ps1,symbol
ENSRNOG00000066319,,ensembl
Or2y1d,Or2y1d,symbol
Or2y16,Or2y16,symbol
Or2y15,Or2y15,symbol
Or2y1c,Or2y1c,symbol
Or2y1i,Or2y1i,symbol
Or2y14,Or2y14,symbol
Or2y13,Or2y13,symbol
Or2y12,Or2y12,symbol
ENSRNOG00000063730,,ensembl
Or2y11,Or2y11,symbol
LOC102555091,LOC102555091,symbol
Flt4,Flt4,symbol
Scgb3a1,Scgb3a1,symbol
Cnot6,Cnot6,symbol
Gfpt2,Gfpt2,symbol
Mapk9,Mapk9,symbol
Mir336,Mir336,symbol
Rasgef1c,Rasgef1c,symbol
Rnf130,Rnf130,symbol
Mir340-2,Mir340-2,symbol
Tbc1d9b,Tbc1d9b,symbol
Mrnip,Mrnip,symbol
Sqstm1,Sqstm1,symbol
Mgat4b,Mgat4b,symbol
Ltc4s,Ltc4s,symbol
Maml1,Maml1,symbol
Canx,Canx,symbol
Cby3,Cby3,symbol
Hnrnph1,Hnrnph1,symbol
Rufy1,Rufy1,symbol
Adamts2,Adamts2,symbol
Zfp354c,Zfp354c,symbol
Zfp879,Zfp879,symbol
Grm6,Grm6,symbol
Znf454,Znf454,symbol
Zfp2,Zfp2,symbol
ENSRNOG00000067059,,ensembl
Prop1,Prop1,symbol
Or1ad6,Or1ad6,symbol
Or1ad1,Or1ad1,symbol
Or1ad5,Or1ad5,symbol
Or1ad8,Or1ad8,symbol
AC128290.1,AC128290.1,symbol
Or1x2b,Or1x2b,symbol
Or1x2,Or1x2,symbol
Or1x2c,Or1x2c,symbol
Or1x2d,Or1x2d,symbol
ENSRNOG00000065826,,ensembl
Zfp354a,Zfp354a,symbol
LOC120095486,LOC120095486,symbol
LOC120095094,LOC120095094,symbol
Msantd5,Msantd5,symbol
Clk4,Clk4,symbol
Col23a1,Col23a1,symbol
Phykpl,Phykpl,symbol
Hnrnpab,Hnrnpab,symbol
Nhp2,Nhp2,symbol
Rmnd5b,Rmnd5b,symbol
N4bp3,N4bp3,symbol
Trappc2b,Trappc2b,symbol
Sec24a,Sec24a,symbol
Sar1b,Sar1b,symbol
Jade2,Jade2,symbol
ENSRNOG00000062965,,ensembl
AABR07038578.1,AABR07038578.1,symbol
LOC120095363,LOC120095363,symbol
LOC120095388,LOC120095388,symbol
Cdkn2aipnl,Cdkn2aipnl,symbol
Ube2b,Ube2b,symbol
Cdkl3,Cdkl3,symbol
ENSRNOG00000064621,,ensembl
ENSRNOG00000064660,,ensembl
Ppp2ca,Ppp2ca,symbol
LOC120095320,LOC120095320,symbol
Skp1,Skp1,symbol
LOC120095419,LOC120095419,symbol
Tcf7,Tcf7,symbol
Vdac1,Vdac1,symbol
C10h5orf15,C10h5orf15,symbol
ENSRNOG00000067101,,ensembl
Rpl30l2,Rpl30l2,symbol
Fstl4,Fstl4,symbol
